,Name,coef,pvalue,pcorr,FDR<0.05
2194,YHR034C,0.8214285714285714,0.02344880834569151,0.04489232726211124,True
2195,YHR059W,0.8666666666666667,0.0024953982859902053,0.0075731497195079935,True
2196,YHR081W,0.07142857142857142,0.8790481931481541,0.6326899424263773,False
2197,YHR100C,0.38095238095238093,0.35181255311756493,0.3435693680211154,False
2198,YHR106W,0.9642857142857143,0.0004541491691941762,0.0023706163143508495,True
2199,YHR192W,0.7142857142857144,0.1107871720116617,0.1399120295968897,False
2200,YDR079W,0.047619047619047616,0.9108491685195836,0.6487331156269299,False
2201,YJL192C,-0.7666666666666667,0.01594401657897401,0.03216827781795387,True
2202,YAL007C,0.2833333333333333,0.46003032896571994,0.4132932051186707,False
2203,YAL031C,0.4,0.6,0.5021194461185648,False
2204,YEL056W,-0.1,0.8728885715695383,0.6300464946072436,False
2205,YEL003W,0.08333333333333334,0.831214097710308,0.612174685043333,False
2206,YER034W,0.9166666666666666,0.0005066190663052084,0.0023706163143508495,True
2207,YER059W,0.42857142857142855,0.337368311085824,0.3303731812783846,False
2208,YER092W,-0.08333333333333334,0.831214097710308,0.612174685043333,False
2209,YER112W,0.049999999999999996,0.8983528043506301,0.6421538818523277,False
2210,YER159C,0.16666666666666669,0.668231040071504,0.5236740335902822,False
2211,YNL215W,-0.6333333333333333,0.06708578689234565,0.09563769193266108,False
2212,YNL111C,0.7833333333333333,0.012519873019449882,0.026718855362627428,True
2213,YHR143W-A,0.43333333333333335,0.2439524358800516,0.2553940067364094,False
2214,YIL130W,-0.5,0.6666666666666667,0.5236740335902822,False
2215,YIR024C,-0.7619047619047619,0.02800493915307187,0.051096048704748265,False
2216,YJL178C,0.6785714285714286,0.09375025395983137,0.1244471466205561,False
2217,YJL124C,0.35,0.35581957250178897,0.34388458902087066,False
2218,YJR024C,0.08333333333333334,0.831214097710308,0.612174685043333,False
2219,YJR084W,-1.0,0.0,0.0,True
2220,YJR091C,1.0,0.0,0.0,True
2221,YJR122W,1.0,0.0,0.0,True
2222,YGR078C,0.45,0.22421610749233659,0.23839092076276033,False
2223,YMR276W,-0.7666666666666667,0.01594401657897401,0.03216827781795387,True
2224,YDR305C,0.7,0.03576957497026169,0.05967596682127054,False
2225,YDR156W,-0.39999999999999997,0.2861051019083129,0.28927770409310005,False
2226,YGL094C,0.5,0.6666666666666667,0.5236740335902822,False
2227,YGL059W,0.5,0.6666666666666667,0.5236740335902822,False
2228,YGL050W,0.5499999999999999,0.12497678418833198,0.1527498814050981,False
2229,YGL029W,0.9,0.0009430623223403293,0.003827171339941549,True
2230,YGL020C,-0.06666666666666667,0.8646897846262037,0.6300464946072436,False
2231,YGL018C,0.3,0.4328453267094823,0.39507439251308873,False
2232,YGR110W,0.5,0.6666666666666667,0.5236740335902822,False
2233,YGR189C,0.5166666666666667,0.1543901209862251,0.18241383082146628,False
2234,YNR019W,0.65,0.05807305801714863,0.0851858269152293,False
2235,YNL044W,0.43333333333333335,0.2439524358800516,0.2553940067364094,False
2236,YNR030W,-0.4642857142857143,0.2939341076002517,0.2961803654111741,False
2237,YNL232W,0.3,0.6238376647810728,0.5121967160212932,False
2238,YNL225C,0.4642857142857143,0.2939341076002517,0.2961803654111741,False
2239,YNL149C,0.3,0.4328453267094823,0.39507439251308873,False
2240,YPL053C,0.5428571428571428,0.26570262390670557,0.27427841581335677,False
2241,YFL034C-A,0.19999999999999998,0.6059012741795533,0.5021194461185648,False
2242,YOL077W-A,0.7999999999999999,0.00962792472537983,0.021613472283828938,True
2243,YJL095W,0.5,0.6666666666666667,0.5236740335902822,False
2244,YNL199C,-0.32142857142857145,0.48207203829967765,0.4311299325882821,False
2245,YGL172W,-0.8,0.1999999999999999,0.22140449438202234,False
2246,YPL128C,-0.2833333333333333,0.46003032896571994,0.4132932051186707,False
2247,YPL113C,-0.8,0.1999999999999999,0.22140449438202234,False
2248,YPR051W,0.7857142857142857,0.020815127253525308,0.04012455155191789,True
2249,YMR153W,0.2333333333333333,0.5456987782182727,0.4668449099040983,False
2250,YMR041C,0.9047619047619048,0.0020082755054294677,0.007180597167548164,True
2251,YDR517W,-0.32142857142857145,0.48207203829967765,0.4311299325882821,False
2252,YMR107W,1.0,0.0,0.0,True
2253,YMR114C,0.5,0.6666666666666667,0.5236740335902822,False
2254,YMR117C,0.4285714285714286,0.3965014577259474,0.3756279434850862,False
2255,YMR074C,-0.08333333333333334,0.831214097710308,0.612174685043333,False
2256,YMR255W,-0.8,0.1999999999999999,0.22140449438202234,False
2257,YML055W,0.7,0.03576957497026169,0.05967596682127054,False
2258,YDR348C,-0.06666666666666667,0.8646897846262037,0.6300464946072436,False
2259,YPR114W,-0.15,0.7000942309691419,0.5443148241614313,False
